일시,요일,최저기온(°C),최고기온(°C),일강수량(mm),평균 상대습도(%),합계 일사량(MJ/m2),평균 전운량(1/10),평균 지면온도(°C),구장,홈,방문,관중수
2024년6월18일,화요일,17.20,30.30,0.00,63.33,29.06,0.04,31.69,수원,KT,롯데,8491.00
2024년6월18일,화요일,20.50,32.70,0.00,58.67,29.22,0.00,33.31,잠실,두산,NC,9026.00
2024년6월18일,화요일,19.60,35.30,0.00,43.33,29.07,1.33,33.75,대구,삼성,SSG,10426.00
2024년6월18일,화요일,19.30,33.90,0.00,47.00,30.98,0.00,33.61,청주,한화,키움,9000.00
2024년6월19일,수요일,20.40,36.30,0.00,52.00,26.72,7.29,35.73,광주,KIA,LG,15056.00
2024년6월19일,수요일,18.70,34.70,0.00,62.38,28.11,3.88,33.94,수원,KT,롯데,9106.00
2024년6월19일,수요일,21.50,35.60,0.00,54.88,28.25,3.12,35.38,잠실,두산,NC,11984.00
2024년6월19일,수요일,21.70,36.80,0.00,42.54,26.96,5.88,36.75,대구,삼성,SSG,11488.00
2024년6월19일,수요일,21.30,36.00,0.00,50.46,28.45,4.92,35.46,청주,한화,키움,9000.00
2024년6월20일,목요일,21.80,24.80,0.00,75.46,7.90,9.12,25.81,광주,KIA,LG,14009.00
2024년6월20일,목요일,19.80,32.40,0.00,51.04,23.85,3.67,32.37,수원,KT,롯데,10496.00
2024년6월20일,목요일,23.40,35.30,0.00,45.04,25.99,2.79,35.10,잠실,두산,NC,10909.00
2024년6월20일,목요일,21.30,28.50,0.00,52.08,14.07,8.29,29.15,대구,삼성,SSG,13024.00
2024년6월20일,목요일,22.90,32.20,0.00,43.38,21.29,5.58,31.62,청주,한화,키움,9000.00
2024년6월21일,금요일,21.30,31.10,0.00,80.17,22.14,7.04,34.61,광주,KIA,한화,20500.00
2024년6월21일,금요일,23.00,33.70,0.00,49.12,24.75,5.92,34.65,잠실,LG,KT,15537.00
2024년6월21일,금요일,23.00,33.70,0.00,49.12,24.75,5.92,34.65,고척,키움,롯데,11974.00
2024년6월21일,금요일,22.00,27.60,0.00,65.50,25.32,5.79,30.70,문학,SSG,NC,13560.00
2024년6월21일,금요일,21.40,30.00,0.00,63.21,19.59,7.88,33.19,대구,삼성,두산,24000.00
2024년6월22일,토요일,22.60,26.00,16.10,78.04,3.59,9.96,24.41,고척,키움,롯데,16000.00
2024년6월22일,토요일,22.70,24.80,23.10,84.67,4.22,9.88,24.70,문학,SSG,NC,19789.00
2024년6월23일,일요일,22.20,27.70,0.30,96.88,9.92,8.50,25.88,광주,KIA,한화,19085.00
2024년6월23일,일요일,22.20,27.70,0.30,96.88,9.92,8.50,25.88,광주,KIA,한화,18860.00
2024년6월23일,일요일,22.60,30.00,5.50,80.08,18.84,8.33,27.29,잠실,LG,KT,11417.00
2024년6월23일,일요일,22.60,30.00,5.50,80.08,18.84,8.33,27.29,잠실,LG,KT,15418.00
2024년6월23일,일요일,22.60,30.00,5.50,80.08,18.84,8.33,27.29,고척,키움,롯데,16000.00
2024년6월23일,일요일,22.40,26.60,1.10,84.21,23.23,7.46,27.19,문학,SSG,NC,17200.00
2024년6월23일,일요일,23.40,29.70,0.10,79.12,11.44,7.21,26.50,대구,삼성,두산,20680.00
2024년6월23일,일요일,23.40,29.70,0.10,79.12,11.44,7.21,26.50,대구,삼성,두산,24000.00
2024년6월25일,화요일,20.30,26.50,0.00,65.21,14.35,8.75,24.91,사직,롯데,KIA,19110.00
2024년6월25일,화요일,20.10,25.10,0.00,66.79,26.39,3.67,26.94,문학,SSG,KT,9629.00
2024년6월25일,화요일,19.10,27.00,0.00,61.46,25.24,4.58,27.21,고척,키움,NC,5159.00
2024년6월25일,화요일,18.30,27.80,0.00,59.71,21.03,7.21,27.67,한밭,한화,두산,11556.00
2024년6월25일,화요일,19.10,27.00,0.00,61.46,25.24,4.58,27.21,잠실,LG,삼성,21989.00
2024년6월26일,수요일,21.10,26.60,0.00,59.62,21.97,8.08,25.89,사직,롯데,KIA,19755.00
2024년6월26일,수요일,19.70,29.00,0.00,65.92,29.75,0.50,29.21,문학,SSG,KT,10229.00
2024년6월26일,수요일,19.00,31.20,0.00,61.50,27.64,1.46,30.83,고척,키움,NC,4698.00
2024년6월26일,수요일,17.80,30.30,0.00,62.17,28.45,4.33,31.88,한밭,한화,두산,11564.00
2024년6월26일,수요일,19.00,31.20,0.00,61.50,27.64,1.46,30.83,잠실,LG,삼성,23281.00
2024년6월27일,목요일,19.70,23.80,1.50,70.00,8.51,9.08,22.54,사직,롯데,KIA,12867.00
2024년6월27일,목요일,21.20,27.70,0.00,67.58,23.79,3.71,28.76,문학,SSG,KT,10684.00
2024년6월27일,목요일,20.60,31.60,0.00,54.92,23.84,3.12,30.62,고척,키움,NC,4726.00
2024년6월27일,목요일,19.50,28.30,0.00,63.33,14.89,6.00,27.55,한밭,한화,두산,11128.00
2024년6월27일,목요일,20.60,31.60,0.00,54.92,23.84,3.12,30.62,잠실,LG,삼성,22114.00
2024년6월28일,금요일,20.10,26.80,1.40,80.92,28.34,6.00,28.25,사직,롯데,한화,22758.00
2024년6월28일,금요일,18.70,29.80,0.00,75.38,29.36,5.12,27.46,창원,NC,LG,13506.00
2024년6월28일,금요일,21.40,32.40,0.00,54.46,28.84,2.00,33.10,잠실,두산,SSG,17367.00
2024년6월28일,금요일,18.20,30.10,0.00,64.58,27.41,1.92,29.32,수원,KT,삼성,14678.00
2024년6월28일,금요일,18.70,30.20,0.00,81.83,23.43,4.33,30.12,광주,KIA,키움,18601.00
2024년6월29일,토요일,21.70,32.00,34.80,62.54,20.46,5.67,31.44,잠실,두산,SSG,20020.00
2024년6월30일,일요일,23.40,25.10,38.50,92.92,4.00,9.96,24.96,창원,NC,LG,6991.00
2024년6월30일,일요일,22.10,24.90,35.70,88.83,3.89,8.42,23.25,잠실,두산,SSG,13985.00
2024년6월30일,일요일,21.40,24.80,19.00,86.92,9.11,8.50,24.78,수원,KT,삼성,8357.00
2024년6월30일,일요일,21.40,24.80,19.00,86.92,9.11,8.50,24.78,수원,KT,삼성,12253.00
2024년7월2일,화요일,21.90,27.80,22.10,85.46,8.34,9.54,25.97,대구,삼성,KIA,13230.00
2024년7월2일,화요일,20.80,26.20,57.00,90.71,4.09,9.79,24.74,한밭,한화,KT,6794.00
2024년7월2일,화요일,22.00,25.20,63.50,88.58,1.93,9.67,22.57,고척,키움,LG,10185.00
2024년7월3일,수요일,25.00,33.60,12.40,67.71,22.97,6.58,29.20,대구,삼성,KIA,17472.00
2024년7월3일,수요일,23.10,29.40,31.90,80.42,17.78,7.83,27.43,한밭,한화,KT,9009.00
2024년7월3일,수요일,23.70,25.90,2.40,81.25,8.91,9.04,24.53,고척,키움,LG,11135.00
2024년7월3일,수요일,23.70,25.90,2.40,81.25,8.91,9.04,24.53,잠실,두산,롯데,19727.00
2024년7월3일,수요일,24.10,29.30,7.00,87.46,17.72,6.04,28.06,창원,NC,SSG,6384.00
2024년7월4일,목요일,23.10,34.30,0.00,64.67,26.35,2.08,31.33,대구,삼성,KIA,17093.00
2024년7월4일,목요일,23.30,31.90,0.00,70.33,26.52,4.25,28.70,한밭,한화,KT,8330.00
2024년7월4일,목요일,23.30,30.60,3.60,74.83,18.81,8.33,27.80,고척,키움,LG,12819.00
2024년7월4일,목요일,23.30,30.60,3.60,74.83,18.81,8.33,27.80,잠실,두산,롯데,19372.00
2024년7월4일,목요일,23.50,32.00,0.00,82.29,27.86,4.00,29.56,창원,NC,SSG,6587.00
2024년7월9일,화요일,22.80,26.40,0.10,86.96,7.77,9.08,25.30,고척,키움,한화,14981.00
2024년7월9일,화요일,22.80,26.40,0.10,86.96,7.77,9.08,25.30,잠실,LG,KIA,22038.00
2024년7월9일,화요일,21.90,24.90,0.40,94.33,8.28,9.29,24.96,문학,SSG,롯데,10051.00
2024년7월10일,수요일,22.80,30.60,1.60,77.29,20.04,7.04,28.17,고척,키움,한화,15096.00
2024년7월10일,수요일,22.80,30.60,1.60,77.29,20.04,7.04,28.17,잠실,LG,KIA,23750.00
2024년7월10일,수요일,22.80,30.10,0.70,79.38,28.21,5.71,28.32,문학,SSG,롯데,14381.00
2024년7월10일,수요일,22.00,26.20,66.20,88.92,8.02,9.33,25.50,대구,삼성,NC,12507.00
2024년7월10일,수요일,21.70,31.60,19.70,76.62,26.80,6.71,28.70,수원,KT,두산,8079.00
2024년7월11일,목요일,23.60,28.70,0.00,78.38,21.74,5.75,27.89,고척,키움,한화,15205.00
2024년7월11일,목요일,23.60,28.70,0.00,78.38,21.74,5.75,27.89,잠실,LG,KIA,23750.00
2024년7월11일,목요일,21.70,25.70,0.00,87.71,16.22,6.29,25.95,문학,SSG,롯데,15842.00
2024년7월11일,목요일,21.80,28.00,24.00,83.50,13.58,8.79,27.03,대구,삼성,NC,15075.00
2024년7월11일,목요일,21.60,27.80,0.00,84.71,17.14,7.17,26.78,수원,KT,두산,10182.00
2024년7월12일,금요일,20.90,29.30,0.00,85.67,28.49,2.92,28.52,사직,롯데,KT,21545.00
2024년7월12일,금요일,22.40,31.00,0.00,77.58,21.88,5.58,28.80,한밭,한화,LG,12000.00
2024년7월12일,금요일,22.50,28.90,0.00,94.42,15.04,7.54,28.03,광주,KIA,SSG,17755.00
2024년7월12일,금요일,21.90,30.10,0.00,80.00,13.33,4.25,26.24,잠실,두산,삼성,22279.00
2024년7월12일,금요일,21.80,30.30,0.00,82.75,25.91,3.96,28.88,창원,NC,키움,8579.00
2024년7월13일,토요일,22.00,27.20,0.00,82.29,14.64,6.54,26.34,사직,롯데,KT,22758.00
2024년7월13일,토요일,22.70,30.60,4.90,77.17,18.98,3.67,28.53,한밭,한화,LG,12000.00
2024년7월13일,토요일,22.60,29.80,0.80,93.04,18.62,6.71,28.47,광주,KIA,SSG,20500.00
2024년7월13일,토요일,23.50,32.90,0.00,72.04,23.54,1.88,29.85,잠실,두산,삼성,23750.00
2024년7월13일,토요일,21.20,27.80,0.00,83.12,16.20,6.21,26.77,창원,NC,키움,11282.00
2024년7월14일,일요일,23.60,29.40,0.00,75.62,20.07,7.17,28.41,한밭,한화,LG,12000.00
2024년7월14일,일요일,22.90,26.60,8.60,98.92,9.63,8.46,26.91,광주,KIA,SSG,15444.00
2024년7월14일,일요일,24.90,32.10,0.40,66.54,22.34,5.04,30.82,잠실,두산,삼성,23750.00
2024년7월16일,화요일,24.70,30.30,16.50,76.88,12.32,7.29,28.55,고척,키움,KT,5851.00
2024년7월16일,화요일,22.10,25.70,8.50,90.79,8.37,9.58,26.04,울산,롯데,두산,7833.00
2024년7월17일,수요일,23.40,28.90,0.00,90.33,8.84,8.71,26.80,창원,NC,한화,6870.00
2024년7월17일,수요일,24.10,28.00,91.60,91.04,3.48,9.92,25.19,고척,키움,KT,5085.00
2024년7월17일,수요일,22.90,29.50,0.00,83.25,10.72,8.92,26.52,울산,롯데,두산,9354.00
2024년7월17일,수요일,24.10,28.00,91.60,91.04,3.48,9.92,25.19,잠실,LG,SSG,11773.00
2024년7월17일,수요일,24.40,29.60,3.90,86.42,12.19,9.17,28.12,광주,KIA,삼성,13904.00
2024년7월18일,목요일,25.80,28.90,2.90,88.42,6.51,9.88,27.12,창원,NC,한화,7550.00
2024년7월18일,목요일,23.20,25.60,136.50,95.08,2.47,9.79,24.18,고척,키움,KT,5040.00
2024년7월18일,목요일,25.30,29.00,0.00,79.92,7.99,9.17,26.42,울산,롯데,두산,9102.00
2024년7월18일,목요일,24.50,28.10,5.00,89.38,6.16,9.75,27.15,광주,KIA,삼성,11429.00
2024년7월19일,금요일,23.30,28.10,1.70,88.71,9.54,8.25,26.42,한밭,한화,KIA,12000.00
2024년7월19일,금요일,24.30,30.80,1.90,76.79,11.42,8.71,29.25,대구,삼성,롯데,24000.00
2024년7월19일,금요일,24.00,30.60,0.10,83.08,20.57,6.50,28.35,수원,KT,NC,7650.00
2024년7월19일,금요일,24.30,30.70,0.10,81.62,21.69,7.04,29.32,잠실,LG,두산,23750.00
2024년7월19일,금요일,23.50,27.80,0.30,93.79,22.28,6.92,28.47,문학,SSG,키움,12715.00
2024년7월20일,토요일,22.60,30.80,12.00,85.12,12.86,7.17,26.91,한밭,한화,KIA,12000.00
2024년7월20일,토요일,24.10,30.50,22.70,81.04,15.14,5.75,29.64,대구,삼성,롯데,24000.00
2024년7월21일,일요일,25.00,31.50,4.70,79.54,16.67,7.04,28.75,한밭,한화,KIA,12000.00
2024년7월21일,일요일,26.00,34.00,2.20,70.46,22.33,4.46,32.22,대구,삼성,롯데,24000.00
2024년7월21일,일요일,24.00,30.30,0.20,80.04,14.39,7.75,27.52,수원,KT,NC,9188.00
2024년7월21일,일요일,22.50,29.60,8.50,83.79,11.48,8.71,26.92,잠실,LG,두산,23211.00
2024년7월21일,일요일,22.70,28.50,2.10,89.58,13.09,8.12,27.06,문학,SSG,키움,15369.00
2024년7월23일,화요일,26.90,30.30,0.00,83.29,19.11,7.92,31.33,사직,롯데,LG,18416.00
2024년7월23일,화요일,26.90,31.40,0.00,69.83,12.91,9.08,29.56,광주,KIA,NC,13756.00
2024년7월23일,화요일,26.30,28.50,3.90,81.83,4.96,9.25,27.31,한밭,한화,삼성,11501.00
2024년7월23일,화요일,25.80,27.20,33.90,88.08,4.92,8.92,26.17,잠실,두산,키움,7292.00
2024년7월24일,수요일,26.00,32.80,4.80,71.83,21.56,5.58,31.85,광주,KIA,NC,13308.00
2024년7월24일,수요일,24.60,31.20,3.00,87.67,17.79,7.04,29.27,수원,KT,SSG,6449.00
2024년7월24일,수요일,25.40,33.30,2.50,79.42,20.85,5.00,31.90,한밭,한화,삼성,11882.00
2024년7월24일,수요일,26.10,30.90,14.70,85.25,15.31,7.38,29.04,잠실,두산,키움,8887.00
2024년7월25일,목요일,24.40,31.80,0.70,84.29,26.77,5.00,30.81,사직,롯데,LG,20322.00
2024년7월25일,목요일,25.90,32.50,0.20,75.75,25.03,3.83,32.06,광주,KIA,NC,14130.00
2024년7월25일,목요일,25.70,33.00,2.20,79.08,20.83,7.29,30.47,수원,KT,SSG,7067.00
2024년7월25일,목요일,25.90,32.20,21.00,80.04,14.15,7.92,29.50,잠실,두산,키움,19145.00
2024년7월26일,금요일,25.20,32.40,9.80,82.83,18.29,7.96,30.28,고척,키움,KIA,16000.00
2024년7월26일,금요일,26.40,33.30,0.00,71.08,20.10,7.92,34.62,대구,삼성,KT,21891.00
2024년7월26일,금요일,26.00,31.10,0.00,82.92,17.29,7.79,30.40,창원,NC,롯데,17891.00
2024년7월26일,금요일,26.00,33.20,6.00,83.50,19.00,7.79,30.26,문학,SSG,두산,15006.00
2024년7월27일,토요일,27.50,31.30,33.50,83.17,12.73,8.58,29.61,고척,키움,KIA,16000.00
2024년7월27일,토요일,26.40,33.80,0.00,72.71,16.78,8.12,34.11,대구,삼성,KT,24000.00
2024년7월27일,토요일,26.20,32.00,1.40,84.54,18.81,6.88,30.66,창원,NC,롯데,17891.00
2024년7월27일,토요일,27.50,31.10,0.00,80.58,18.32,8.58,30.07,문학,SSG,두산,19448.00
2024년7월28일,일요일,27.30,32.00,0.00,77.21,18.33,8.12,30.14,잠실,LG,한화,23750.00
2024년7월28일,일요일,27.30,32.00,0.00,77.21,18.33,8.12,30.14,고척,키움,KIA,16000.00
2024년7월28일,일요일,26.70,34.50,0.00,66.58,20.69,4.46,35.00,대구,삼성,KT,23104.00
2024년7월28일,일요일,27.60,33.20,0.00,77.62,25.75,5.04,32.47,창원,NC,롯데,17891.00
2024년7월28일,일요일,27.50,31.70,0.00,79.08,21.52,7.92,30.10,문학,SSG,두산,17619.00
2024년7월30일,화요일,25.90,31.40,0.00,80.67,15.07,5.33,29.03,수원,KT,한화,14210.00
2024년7월30일,화요일,25.40,29.30,0.00,90.00,16.80,5.88,29.08,문학,SSG,롯데,17550.00
2024년7월30일,화요일,26.30,31.80,0.00,79.42,15.95,6.17,29.59,고척,키움,NC,6925.00
2024년7월30일,화요일,26.00,33.00,0.00,73.12,26.02,3.62,33.11,광주,KIA,두산,20500.00
2024년7월30일,화요일,26.30,31.80,0.00,79.42,15.95,6.17,29.59,잠실,LG,삼성,22946.00
2024년7월31일,수요일,26.10,32.90,0.00,76.12,18.79,5.79,30.60,수원,KT,한화,14988.00
2024년7월31일,수요일,26.40,31.00,0.00,82.96,22.41,4.88,30.32,문학,SSG,롯데,17563.00
2024년7월31일,수요일,27.00,32.70,0.00,74.04,17.42,5.79,30.09,고척,키움,NC,6918.00
2024년7월31일,수요일,26.20,33.80,0.00,75.58,23.14,4.17,33.68,광주,KIA,두산,18693.00
2024년7월31일,수요일,27.00,32.70,0.00,74.04,17.42,5.79,30.09,잠실,LG,삼성,23409.00
2024년8월1일,목요일,26.30,33.30,0.00,78.08,19.01,5.88,31.84,수원,KT,한화,15197.00
2024년8월1일,목요일,27.20,31.10,0.00,84.75,20.88,5.25,30.55,문학,SSG,롯데,18828.00
2024년8월1일,목요일,27.30,33.10,0.30,76.21,14.95,5.88,30.37,고척,키움,NC,7306.00
2024년8월1일,목요일,27.10,33.70,0.00,75.29,22.60,4.71,34.99,광주,KIA,두산,20500.00
2024년8월1일,목요일,27.30,33.10,0.30,76.21,14.95,5.88,30.37,잠실,LG,삼성,23315.00
2024년8월2일,금요일,27.40,33.50,0.00,75.62,23.42,4.62,36.22,한밭,한화,KIA,12000.00
2024년8월2일,금요일,26.40,34.60,0.00,77.88,26.68,1.21,35.67,창원,NC,KT,9845.00
2024년8월2일,금요일,27.80,36.00,2.40,69.46,20.60,4.08,37.01,대구,삼성,SSG,22336.00
2024년8월2일,금요일,28.20,32.40,0.00,78.96,10.36,6.88,29.73,잠실,두산,키움,13209.00
2024년8월3일,토요일,27.60,35.20,0.00,74.88,21.62,4.92,37.20,한밭,한화,KIA,12000.00
2024년8월3일,토요일,28.10,35.10,0.00,69.75,21.99,2.08,37.56,울산,롯데,LG,9914.00
2024년8월3일,토요일,27.90,36.40,0.00,68.83,21.83,2.29,36.28,대구,삼성,SSG,24000.00
2024년8월3일,토요일,27.20,34.00,0.00,75.67,21.64,4.38,32.31,잠실,두산,키움,15527.00
2024년8월4일,일요일,27.40,34.10,0.00,83.58,21.23,3.92,33.20,창원,NC,KT,9568.00
2024년8월4일,일요일,27.30,35.00,0.00,74.12,17.30,4.58,35.72,대구,삼성,SSG,20416.00
2024년8월6일,화요일,23.80,35.10,0.00,74.46,25.35,5.54,33.16,대구,삼성,한화,16288.00
2024년8월6일,화요일,24.00,32.70,0.00,79.04,21.35,4.71,31.55,광주,KIA,KT,14457.00
2024년8월6일,화요일,25.70,33.20,0.80,75.71,18.84,5.38,32.01,잠실,두산,LG,17065.00
2024년8월6일,화요일,27.30,33.00,0.30,77.42,22.53,5.96,35.38,사직,롯데,NC,17068.00
2024년8월6일,화요일,25.70,33.20,0.80,75.71,18.84,5.38,32.01,고척,키움,SSG,8356.00
2024년8월7일,수요일,26.50,36.60,0.00,67.50,24.64,4.92,34.80,대구,삼성,한화,17114.00
2024년8월7일,수요일,26.40,34.00,0.00,75.79,19.90,4.29,32.45,광주,KIA,KT,11625.00
2024년8월7일,수요일,27.20,33.30,3.40,72.71,20.70,5.12,30.58,잠실,두산,LG,15883.00
2024년8월7일,수요일,26.60,32.40,1.20,78.46,26.32,1.92,36.43,사직,롯데,NC,18425.00
2024년8월7일,수요일,27.20,33.30,3.40,72.71,20.70,5.12,30.58,고척,키움,SSG,7792.00
2024년8월8일,목요일,24.20,33.40,58.00,74.42,19.26,6.54,31.21,대구,삼성,한화,18367.00
2024년8월8일,목요일,25.80,32.10,2.10,78.25,18.19,6.33,31.44,광주,KIA,KT,11011.00
2024년8월8일,목요일,27.10,31.40,0.00,77.17,10.94,7.42,28.95,잠실,두산,LG,16321.00
2024년8월8일,목요일,27.10,31.40,0.00,77.17,10.94,7.42,28.95,고척,키움,SSG,8000.00
2024년8월9일,금요일,23.70,32.30,0.00,79.62,21.66,3.33,30.85,수원,KT,롯데,11534.00
2024년8월9일,금요일,25.60,33.20,0.00,74.71,15.55,2.96,30.60,잠실,LG,NC,14131.00
2024년8월9일,금요일,25.70,31.70,0.00,81.67,23.01,2.17,29.98,문학,SSG,두산,12451.00
2024년8월9일,금요일,25.30,33.50,0.00,75.08,22.76,3.88,32.32,광주,KIA,삼성,18448.00
2024년8월9일,금요일,24.70,33.80,0.00,75.50,23.60,3.88,33.02,한밭,한화,키움,11302.00
2024년8월10일,토요일,24.60,33.30,0.00,75.58,22.29,5.54,32.75,수원,KT,롯데,18700.00
2024년8월10일,토요일,26.40,33.30,0.00,71.83,15.76,6.17,32.05,잠실,LG,NC,19151.00
2024년8월10일,토요일,26.30,32.40,0.00,76.38,19.65,5.17,30.23,문학,SSG,두산,19796.00
2024년8월10일,토요일,24.60,33.50,0.00,77.12,15.75,4.29,31.77,한밭,한화,키움,12000.00
2024년8월11일,일요일,26.20,33.40,0.00,72.58,19.68,5.38,33.19,수원,KT,롯데,13805.00
2024년8월11일,일요일,27.80,33.90,0.00,67.38,17.14,6.54,34.03,잠실,LG,NC,18902.00
2024년8월11일,일요일,27.40,33.40,0.00,72.92,20.53,6.46,31.36,문학,SSG,두산,16151.00
2024년8월11일,일요일,24.60,33.20,0.00,74.00,24.14,2.46,31.75,광주,KIA,삼성,20500.00
2024년8월11일,일요일,25.20,32.90,0.00,71.38,17.87,3.04,33.05,한밭,한화,키움,12000.00
2024년8월13일,화요일,28.20,36.30,0.00,70.21,20.81,4.42,35.39,고척,키움,KIA,16000.00
2024년8월13일,화요일,23.40,33.20,0.00,68.46,25.94,1.58,34.86,대구,삼성,KT,15109.00
2024년8월13일,화요일,25.00,34.70,19.30,69.79,25.37,4.83,39.21,한밭,한화,LG,11748.00
2024년8월13일,화요일,23.90,32.90,0.00,71.12,22.95,2.00,32.15,창원,NC,SSG,5121.00
2024년8월14일,수요일,27.40,34.70,3.00,72.38,12.59,5.12,32.53,고척,키움,KIA,16000.00
2024년8월14일,수요일,23.10,32.10,0.00,70.79,22.12,3.62,33.88,대구,삼성,KT,20435.00
2024년8월14일,수요일,25.00,34.20,0.00,67.50,26.45,2.17,31.95,한밭,한화,LG,11884.00
2024년8월14일,수요일,27.40,34.70,3.00,72.38,12.59,5.12,32.53,잠실,두산,롯데,21337.00
2024년8월15일,목요일,26.70,34.50,6.40,74.42,15.98,5.88,30.07,고척,키움,KIA,16000.00
2024년8월15일,목요일,24.30,33.40,0.00,69.79,24.10,4.75,35.39,대구,삼성,KT,24000.00
2024년8월15일,목요일,25.70,33.80,0.00,66.17,23.24,1.62,31.74,한밭,한화,LG,12000.00
2024년8월15일,목요일,26.70,34.50,6.40,74.42,15.98,5.88,30.07,잠실,두산,롯데,23750.00
2024년8월15일,목요일,25.70,33.60,18.90,79.17,20.90,4.12,32.16,창원,NC,SSG,10389.00
2024년8월16일,금요일,27.40,33.10,0.00,73.12,22.49,4.54,31.82,문학,SSG,한화,21057.00
2024년8월16일,금요일,26.80,33.90,0.00,70.04,17.24,4.17,29.72,잠실,LG,KIA,23750.00
2024년8월16일,금요일,25.60,33.40,0.00,72.50,19.73,3.04,30.85,수원,KT,두산,11443.00
2024년8월16일,금요일,24.40,32.90,0.00,79.38,21.39,5.75,31.55,창원,NC,삼성,10580.00
2024년8월16일,금요일,26.40,33.20,0.00,68.71,23.56,5.21,37.18,사직,롯데,키움,21181.00
2024년8월17일,토요일,27.50,32.70,0.00,76.38,19.30,4.25,32.28,문학,SSG,한화,23000.00
2024년8월17일,토요일,27.20,33.70,11.00,71.42,14.73,4.83,30.17,잠실,LG,KIA,23750.00
2024년8월17일,토요일,26.90,33.70,0.00,70.54,20.63,5.79,32.72,수원,KT,두산,16427.00
2024년8월17일,토요일,25.50,33.30,0.00,75.67,22.26,4.54,31.71,창원,NC,삼성,17891.00
2024년8월17일,토요일,26.70,32.50,0.00,70.88,22.29,5.67,36.69,사직,롯데,키움,22758.00
2024년8월18일,일요일,27.40,32.20,0.00,77.29,18.71,5.92,32.91,문학,SSG,한화,22545.00
2024년8월18일,일요일,27.00,33.60,0.00,74.17,17.64,6.54,30.02,잠실,LG,KIA,23750.00
2024년8월18일,일요일,25.90,33.30,0.00,76.92,19.24,5.79,32.96,수원,KT,두산,12164.00
2024년8월18일,일요일,25.50,33.00,0.00,73.25,24.60,3.62,32.20,창원,NC,삼성,12328.00
2024년8월18일,일요일,26.20,32.60,0.00,68.92,26.15,5.29,38.14,사직,롯데,키움,20740.00
2024년8월20일,화요일,28.20,34.80,12.80,68.83,16.81,6.33,35.08,청주,한화,NC,8429.00
2024년8월20일,화요일,27.70,33.40,8.00,73.54,13.61,7.42,31.67,포항,삼성,두산,10064.00
2024년8월20일,화요일,27.00,35.10,0.00,69.46,19.09,5.21,32.11,잠실,LG,SSG,12736.00
2024년8월20일,화요일,26.40,34.20,0.00,70.88,19.24,4.92,33.92,수원,KT,키움,5858.00
2024년8월21일,수요일,26.50,31.80,19.40,83.54,16.76,8.33,30.99,광주,KIA,롯데,12625.00
2024년8월21일,수요일,27.40,31.90,13.00,79.17,8.55,8.83,29.45,청주,한화,NC,8102.00
2024년8월21일,수요일,27.20,33.80,1.50,75.75,13.15,8.62,31.99,포항,삼성,두산,10268.00
2024년8월21일,수요일,26.90,30.80,42.20,84.71,4.68,9.25,27.53,잠실,LG,SSG,12008.00
2024년8월21일,수요일,26.20,30.10,50.40,88.08,5.05,9.08,28.19,수원,KT,키움,6288.00
2024년8월22일,목요일,26.30,30.10,9.60,84.29,13.32,6.42,30.12,광주,KIA,롯데,12693.00
2024년8월22일,목요일,27.10,30.30,0.60,79.33,7.27,8.42,27.68,잠실,LG,SSG,11917.00
2024년8월22일,목요일,26.00,30.20,3.50,83.67,11.01,7.54,28.08,수원,KT,키움,6181.00
2024년8월23일,금요일,26.40,31.80,0.00,74.25,17.48,4.83,29.22,잠실,두산,한화,23750.00
2024년8월23일,금요일,25.10,33.80,0.00,78.92,24.47,3.79,32.12,창원,NC,KIA,13524.00
2024년8월23일,금요일,25.00,29.90,0.40,83.29,20.50,4.12,29.15,문학,SSG,KT,10972.00
2024년8월23일,금요일,26.40,31.80,0.00,74.25,17.48,4.83,29.22,고척,키움,LG,13852.00
2024년8월23일,금요일,25.10,34.70,0.00,61.50,24.62,1.67,35.37,대구,삼성,롯데,24000.00
2024년8월24일,토요일,25.20,30.40,2.00,78.17,12.04,3.96,27.82,잠실,두산,한화,23750.00
2024년8월24일,토요일,26.00,34.40,0.00,78.04,19.69,0.79,31.58,창원,NC,KIA,16489.00
2024년8월24일,토요일,26.00,30.00,0.00,81.08,16.61,3.50,28.94,문학,SSG,KT,17053.00
2024년8월24일,토요일,25.20,30.40,2.00,78.17,12.04,3.96,27.82,고척,키움,LG,16000.00
2024년8월24일,토요일,25.50,35.40,0.00,61.75,22.45,1.54,36.36,대구,삼성,롯데,24000.00
2024년8월25일,일요일,25.00,32.60,0.00,76.25,15.82,2.96,28.62,잠실,두산,한화,23750.00
2024년8월25일,일요일,25.90,33.20,0.00,80.08,22.49,0.67,31.45,창원,NC,KIA,11712.00
2024년8월25일,일요일,26.00,31.90,0.00,79.25,19.11,2.33,29.59,문학,SSG,KT,16595.00
2024년8월25일,일요일,25.00,32.60,0.00,76.25,15.82,2.96,28.62,고척,키움,LG,16000.00
2024년8월25일,일요일,25.50,35.40,0.00,69.67,20.17,3.79,36.12,대구,삼성,롯데,24000.00
2024년8월27일,화요일,25.90,31.40,0.00,75.67,15.86,7.75,31.01,사직,롯데,한화,18113.00
2024년8월27일,화요일,24.70,30.10,0.30,69.50,10.04,6.92,25.58,잠실,LG,KT,12678.00
2024년8월27일,화요일,26.30,32.90,0.00,76.92,12.06,8.38,29.94,창원,NC,두산,4814.00
